WorkstationGroupID,TranID,BeginDateTime,EndDateTime,OperatorID,TranTime,BreakTime,ArtNum,TNcash,TNcard,Amount
1,1.90214E+12,2019-02-14T08:09:53,2019-02-14T08:10:20,101,27,19,8,TRUE,FALSE,21.69
1,1.90214E+12,2019-02-14T08:10:39,2019-02-14T08:11:05,101,26,19,13,FALSE,TRUE,32.88
1,1.90214E+12,2019-02-14T08:11:24,2019-02-14T08:11:41,101,17,32,3,TRUE,FALSE,20.97
1,1.90214E+12,2019-02-14T08:12:13,2019-02-14T08:13:50,101,97,45,23,FALSE,TRUE,70.07
1,1.90214E+12,2019-02-14T08:14:35,2019-02-14T08:17:21,101,166,24,53,TRUE,FALSE,276.32
1,1.90214E+12,2019-02-14T08:17:45,2019-02-14T08:18:44,101,59,6,18,FALSE,TRUE,51.08
1,1.90214E+12,2019-02-14T08:18:50,2019-02-14T08:18:57,101,7,18,2,TRUE,FALSE,8.28
1,1.90214E+12,2019-02-14T08:19:15,2019-02-14T08:20:05,101,50,12,6,FALSE,TRUE,36.95
1,1.90214E+12,2019-02-14T08:20:17,2019-02-14T08:21:07,101,50,16,6,TRUE,FALSE,23.56
1,1.90214E+12,2019-02-14T08:21:23,2019-02-14T08:23:16,101,113,11,35,FALSE,TRUE,367.52
1,1.90214E+12,2019-02-14T08:23:27,2019-02-14T08:24:34,101,67,10,24,FALSE,TRUE,109.16
1,1.90214E+12,2019-02-14T08:24:44,2019-02-14T08:25:49,101,65,19,9,TRUE,FALSE,32.97
1,1.90214E+12,2019-02-14T08:26:08,2019-02-14T08:27:11,101,63,19,6,FALSE,TRUE,33.36
1,1.90214E+12,2019-02-14T08:27:30,2019-02-14T08:28:08,101,38,75,8,TRUE,FALSE,48.68
1,1.90214E+12,2019-02-14T08:29:23,2019-02-14T08:30:03,101,40,11,3,TRUE,FALSE,15.87
1,1.90214E+12,2019-02-14T08:30:14,2019-02-14T08:30:32,101,18,16,4,TRUE,FALSE,42.46
1,1.90214E+12,2019-02-14T08:30:48,2019-02-14T08:30:52,101,4,12,1,TRUE,FALSE,17.89
1,1.90214E+12,2019-02-14T08:31:04,2019-02-14T08:31:33,101,29,21,8,TRUE,FALSE,50.32
1,1.90214E+12,2019-02-14T08:31:54,2019-02-14T08:32:13,101,19,21,10,TRUE,FALSE,15.86
1,1.90214E+12,2019-02-14T08:32:34,2019-02-14T08:33:38,101,64,27,18,TRUE,FALSE,63.91
1,1.90214E+12,2019-02-14T08:34:05,2019-02-14T08:34:46,101,41,7,13,FALSE,TRUE,23.73
1,1.90214E+12,2019-02-14T08:34:53,2019-02-14T08:35:05,101,12,15,3,TRUE,FALSE,19.07
1,1.90214E+12,2019-02-14T08:35:20,2019-02-14T08:37:11,101,111,25,42,TRUE,FALSE,213.89
1,1.90214E+12,2019-02-14T08:37:36,2019-02-14T08:39:07,101,91,9,28,FALSE,TRUE,86.29
1,1.90214E+12,2019-02-14T08:39:16,2019-02-14T08:39:47,101,31,35,11,TRUE,FALSE,59.57
1,1.90214E+12,2019-02-14T08:40:22,2019-02-14T08:40:43,101,21,14,4,FALSE,TRUE,18.56
1,1.90214E+12,2019-02-14T08:40:57,2019-02-14T08:41:58,101,61,21,13,TRUE,FALSE,30.19
1,1.90214E+12,2019-02-14T08:42:19,2019-02-14T08:42:31,101,12,14,2,TRUE,FALSE,7.68
1,1.90214E+12,2019-02-14T08:42:45,2019-02-14T08:43:36,101,51,18,19,TRUE,FALSE,50.35
1,1.90214E+12,2019-02-14T08:43:54,2019-02-14T08:44:41,101,47,17,11,TRUE,FALSE,99.48
1,1.90214E+12,2019-02-14T08:44:58,2019-02-14T08:45:43,101,45,20,17,TRUE,FALSE,59.56
1,1.90214E+13,2019-02-14T08:46:03,2019-02-14T08:47:24,101,81,7,15,FALSE,TRUE,53.33
1,1.90214E+13,2019-02-14T08:47:31,2019-02-14T08:48:19,101,48,19,13,FALSE,TRUE,25.55
1,1.90214E+13,2019-02-14T08:48:38,2019-02-14T08:49:59,101,81,12,18,FALSE,TRUE,71.03
1,1.90214E+13,2019-02-14T08:50:11,2019-02-14T08:51:17,101,66,1083,30,TRUE,FALSE,146.08
1,1.90214E+13,2019-02-14T09:09:20,2019-02-14T09:09:59,101,39,19,6,TRUE,FALSE,54.84
1,1.90214E+13,2019-02-14T09:10:18,2019-02-14T09:10:35,101,17,10,10,TRUE,FALSE,18.99
1,1.90214E+13,2019-02-14T09:10:45,2019-02-14T09:10:57,101,12,14,2,TRUE,FALSE,18.71
1,1.90214E+13,2019-02-14T09:11:11,2019-02-14T09:11:49,101,38,23,10,TRUE,FALSE,15.8
1,1.90214E+13,2019-02-14T09:12:12,2019-02-14T09:12:54,101,42,31,13,TRUE,FALSE,45.46
1,1.90214E+13,2019-02-14T09:13:25,2019-02-14T09:13:55,101,30,9,1,FALSE,TRUE,62.99
1,1.90214E+13,2019-02-14T09:14:04,2019-02-14T09:14:44,101,40,10,10,FALSE,TRUE,13.8
1,1.90214E+13,2019-02-14T09:14:54,2019-02-14T09:15:31,101,37,28,6,TRUE,FALSE,20.52
1,1.90214E+13,2019-02-14T09:15:59,2019-02-14T09:17:29,101,90,8,21,FALSE,TRUE,73.03
1,1.90214E+13,2019-02-14T09:17:37,2019-02-14T09:18:35,101,58,22,21,TRUE,FALSE,59.29
1,1.90214E+13,2019-02-14T09:18:57,2019-02-14T09:19:39,101,42,20,13,FALSE,TRUE,80.64
1,1.90214E+13,2019-02-14T09:19:59,2019-02-14T09:21:09,101,70,22,15,TRUE,FALSE,72.56
1,1.90214E+13,2019-02-14T09:21:31,2019-02-14T09:22:23,101,52,15,6,FALSE,TRUE,32.88
1,1.90214E+13,2019-02-14T09:22:38,2019-02-14T09:23:12,101,34,22,4,TRUE,FALSE,15.76
1,1.90214E+13,2019-02-14T09:23:34,2019-02-14T09:24:04,101,30,33,9,TRUE,FALSE,13.31
1,1.90214E+13,2019-02-14T09:24:37,2019-02-14T09:25:35,101,58,14,17,FALSE,TRUE,103.35
1,1.90214E+13,2019-02-14T09:25:49,2019-02-14T09:26:06,101,17,22,5,TRUE,FALSE,13.4
1,1.90214E+13,2019-02-14T09:26:28,2019-02-14T09:27:59,101,91,11,32,FALSE,TRUE,124.4
1,1.90214E+13,2019-02-14T09:28:10,2019-02-14T09:28:55,101,45,14,9,FALSE,TRUE,52.35
1,1.90214E+13,2019-02-14T09:29:09,2019-02-14T09:30:25,101,76,7,14,FALSE,TRUE,64.08
1,1.90214E+13,2019-02-14T09:30:32,2019-02-14T09:30:59,101,27,19,5,TRUE,FALSE,32.95
1,1.90214E+13,2019-02-14T09:31:18,2019-02-14T09:31:51,101,33,12,2,TRUE,FALSE,11.1
1,1.90214E+13,2019-02-14T09:32:03,2019-02-14T09:32:34,101,31,249,16,TRUE,FALSE,61.96
1,1.90214E+13,2019-02-14T09:36:43,2019-02-14T09:38:18,101,95,27,38,TRUE,FALSE,115.13
1,1.90214E+13,2019-02-14T09:38:45,2019-02-14T09:43:02,101,257,18,19,TRUE,FALSE,88.95
1,1.90214E+13,2019-02-14T09:43:20,2019-02-14T09:43:50,101,30,27,7,TRUE,FALSE,23.65
1,1.90214E+13,2019-02-14T09:44:17,2019-02-14T09:45:28,101,71,19,12,TRUE,FALSE,189.81
1,1.90214E+13,2019-02-14T09:45:47,2019-02-14T09:46:23,101,36,15,17,TRUE,FALSE,39.07
1,1.90214E+13,2019-02-14T09:46:38,2019-02-14T09:46:58,101,20,22,6,TRUE,FALSE,12.14
1,1.90214E+13,2019-02-14T09:47:20,2019-02-14T09:48:11,101,51,34,11,TRUE,FALSE,59.58
1,1.90214E+13,2019-02-14T09:48:45,2019-02-14T09:49:19,101,34,13,2,TRUE,FALSE,74.98
1,1.90214E+13,2019-02-14T09:49:32,2019-02-14T09:49:46,101,14,27,1,TRUE,FALSE,46.33
1,1.90214E+13,2019-02-14T09:50:13,2019-02-14T09:51:45,101,92,14,11,FALSE,TRUE,44.74
1,1.90214E+13,2019-02-14T09:51:59,2019-02-14T09:53:00,101,61,32,18,FALSE,TRUE,48.82
1,1.90214E+13,2019-02-14T09:53:32,2019-02-14T09:54:25,101,53,24,21,TRUE,FALSE,79.51
1,1.90214E+13,2019-02-14T09:54:49,2019-02-14T09:55:42,101,53,41,19,TRUE,FALSE,37.15
1,1.90214E+13,2019-02-14T09:56:23,2019-02-14T09:56:38,101,15,14,1,FALSE,TRUE,8.88
1,1.90214E+13,2019-02-14T09:56:52,2019-02-14T09:58:10,101,78,21,35,TRUE,FALSE,92.66
1,1.90214E+13,2019-02-14T09:58:31,2019-02-14T09:59:05,101,34,26,9,TRUE,FALSE,53.81
1,1.90214E+13,2019-02-14T09:59:31,2019-02-14T10:00:15,101,44,7,12,FALSE,TRUE,379.17
1,1.90214E+13,2019-02-14T10:00:22,2019-02-14T10:01:15,101,53,10,10,FALSE,TRUE,53.48
1,1.90214E+13,2019-02-14T10:01:25,2019-02-14T10:01:58,101,33,52,2,TRUE,FALSE,14.38
1,1.90214E+13,2019-02-14T10:02:50,2019-02-14T10:03:05,101,15,14,5,TRUE,FALSE,10.49
1,1.90214E+13,2019-02-14T10:03:19,2019-02-14T10:03:57,101,38,8,9,FALSE,TRUE,65.22
1,1.90214E+13,2019-02-14T10:04:05,2019-02-14T10:04:20,101,15,17,6,TRUE,FALSE,44.74
1,1.90214E+13,2019-02-14T10:04:37,2019-02-14T10:05:42,101,65,27,26,TRUE,FALSE,110.96
1,1.90214E+13,2019-02-14T10:06:09,2019-02-14T10:06:59,101,50,19,4,TRUE,FALSE,6.16
1,1.90214E+13,2019-02-14T10:07:18,2019-02-14T10:07:21,101,3,19,1,TRUE,FALSE,15.7
1,1.90214E+13,2019-02-14T10:07:40,2019-02-14T10:08:36,101,56,16,14,TRUE,FALSE,76
1,1.90214E+13,2019-02-14T10:08:52,2019-02-14T10:10:32,101,100,8,16,FALSE,TRUE,59.17
1,1.90214E+13,2019-02-14T10:10:40,2019-02-14T10:11:26,101,46,11,1,FALSE,TRUE,2.72
1,1.90214E+13,2019-02-14T10:11:37,2019-02-14T10:12:21,101,44,17,4,TRUE,FALSE,46.28
1,1.90214E+13,2019-02-14T10:12:38,2019-02-14T10:12:58,101,20,8,7,FALSE,TRUE,11.46
1,1.90214E+13,2019-02-14T10:13:06,2019-02-14T10:14:02,101,56,11,25,FALSE,TRUE,47.5
1,1.90214E+13,2019-02-14T10:14:13,2019-02-14T10:14:52,101,39,20,23,TRUE,FALSE,73.82
1,1.90214E+13,2019-02-14T10:15:12,2019-02-14T10:16:29,101,77,17,27,TRUE,FALSE,33.38
1,1.90214E+13,2019-02-14T10:16:46,2019-02-14T10:17:50,101,64,8,16,FALSE,TRUE,65.49
1,1.90214E+13,2019-02-14T10:17:58,2019-02-14T10:19:00,101,62,9,24,FALSE,TRUE,95.53
1,1.90214E+13,2019-02-14T10:19:09,2019-02-14T10:20:01,101,52,21,18,TRUE,FALSE,51.85
1,1.90214E+13,2019-02-14T10:20:22,2019-02-14T10:21:08,101,46,15,10,FALSE,TRUE,38.96
1,1.90214E+13,2019-02-14T10:21:23,2019-02-14T10:21:37,101,14,16,5,TRUE,FALSE,19.76
1,1.90214E+13,2019-02-14T10:21:53,2019-02-14T10:22:09,101,16,28,10,TRUE,FALSE,50.42
1,1.90214E+13,2019-02-14T10:22:37,2019-02-14T10:22:56,101,19,19,5,TRUE,FALSE,16.69
1,1.90214E+13,2019-02-14T10:23:15,2019-02-14T10:25:01,101,106,19,40,TRUE,FALSE,95.66
1,1.90214E+13,2019-02-14T10:25:20,2019-02-14T10:26:05,101,45,23,17,TRUE,FALSE,70.4
1,1.90214E+13,2019-02-14T10:26:28,2019-02-14T10:27:02,101,34,23,10,TRUE,FALSE,118.76
1,1.90214E+13,2019-02-14T10:27:25,2019-02-14T10:28:08,101,43,25,8,TRUE,FALSE,40.69
1,1.90214E+13,2019-02-14T10:28:33,2019-02-14T10:29:19,101,46,9,14,FALSE,TRUE,114.55
1,1.90214E+13,2019-02-14T10:29:28,2019-02-14T10:30:18,101,50,21,11,TRUE,FALSE,33.41
1,1.90214E+13,2019-02-14T10:30:39,2019-02-14T10:31:07,101,28,22,6,TRUE,FALSE,28.02
1,1.90214E+13,2019-02-14T10:31:29,2019-02-14T10:31:42,101,13,20,2,TRUE,FALSE,28.52
1,1.90214E+13,2019-02-14T10:32:02,2019-02-14T10:33:01,101,59,17,17,FALSE,TRUE,42.81
1,1.90214E+13,2019-02-14T10:33:18,2019-02-14T10:35:46,101,148,7,48,FALSE,TRUE,152.42
1,1.90214E+13,2019-02-14T10:35:53,2019-02-14T10:36:44,101,51,13,7,FALSE,TRUE,68.66
1,1.90214E+13,2019-02-14T10:36:57,2019-02-14T10:37:42,101,45,10,15,FALSE,TRUE,65.22
1,1.90214E+13,2019-02-14T10:37:52,2019-02-14T10:38:24,101,32,7,6,FALSE,TRUE,44.64
1,1.90214E+13,2019-02-14T10:38:31,2019-02-14T10:39:39,101,68,19,31,TRUE,FALSE,117.91
1,1.90214E+13,2019-02-14T10:39:58,2019-02-14T10:41:19,101,81,13,25,FALSE,TRUE,84.08
1,1.90214E+13,2019-02-14T10:41:32,2019-02-14T10:42:26,101,54,22,31,TRUE,FALSE,74.35
1,1.90214E+13,2019-02-14T10:42:48,2019-02-14T10:42:59,101,11,13,5,TRUE,FALSE,45.55
1,1.90214E+13,2019-02-14T10:43:12,2019-02-14T10:43:55,101,43,20,2,TRUE,FALSE,28.28
1,1.90214E+13,2019-02-14T10:44:15,2019-02-14T10:45:13,101,58,17,9,TRUE,FALSE,23.24
1,1.90214E+13,2019-02-14T10:45:30,2019-02-14T10:46:53,101,83,11,18,FALSE,TRUE,66.77
1,1.90214E+13,2019-02-14T10:47:04,2019-02-14T10:47:56,101,52,18,14,TRUE,FALSE,104.02
1,1.90214E+13,2019-02-14T10:48:14,2019-02-14T10:48:45,101,31,20,8,TRUE,FALSE,45.26
1,1.90214E+13,2019-02-14T10:49:05,2019-02-14T10:50:15,101,70,20,27,FALSE,TRUE,47.2
1,1.90214E+13,2019-02-14T10:50:35,2019-02-14T10:52:47,101,132,15,29,TRUE,FALSE,75.52
1,1.90214E+13,2019-02-14T10:53:02,2019-02-14T10:53:25,101,23,13,3,TRUE,FALSE,19.15
1,1.90214E+13,2019-02-14T10:53:38,2019-02-14T10:54:07,101,29,19,10,TRUE,FALSE,71.56
1,1.90214E+13,2019-02-14T10:54:26,2019-02-14T10:56:32,101,126,14,37,FALSE,TRUE,202.1
1,1.90214E+13,2019-02-14T10:56:46,2019-02-14T10:57:24,101,38,23,13,TRUE,FALSE,61.37
1,1.90214E+13,2019-02-14T10:57:47,2019-02-14T10:58:50,101,63,13,13,FALSE,TRUE,78.03
1,1.90214E+13,2019-02-14T10:59:03,2019-02-14T10:59:38,101,35,19,26,TRUE,FALSE,47.16
1,1.90214E+13,2019-02-14T10:59:57,2019-02-14T11:00:38,101,41,20,8,TRUE,FALSE,52.56
1,1.90214E+13,2019-02-14T11:00:58,2019-02-14T11:01:58,101,60,70,12,TRUE,FALSE,58.38
1,1.90214E+13,2019-02-14T11:03:08,2019-02-14T11:03:51,101,43,10,10,FALSE,TRUE,25.35
1,1.90214E+13,2019-02-14T11:04:01,2019-02-14T11:04:40,101,39,20,7,TRUE,FALSE,34.15
1,1.90214E+13,2019-02-14T11:05:00,2019-02-14T11:05:42,101,42,25,14,FALSE,TRUE,37.79
1,1.90214E+13,2019-02-14T11:06:07,2019-02-14T11:07:02,101,55,23,16,FALSE,TRUE,78.87
1,1.90214E+13,2019-02-14T11:07:25,2019-02-14T11:07:57,101,32,10,7,FALSE,TRUE,48.93
1,1.90214E+13,2019-02-14T11:08:07,2019-02-14T11:08:14,101,7,20,1,TRUE,FALSE,19.99
1,1.90214E+13,2019-02-14T11:08:34,2019-02-14T11:09:29,101,55,18,12,TRUE,FALSE,36.91
